,0
4893,OOEP
4894,HIST1H2BG
4895,SMAD9
4896,RFPL1
4897,MS4A4A
4898,E2F5
4899,FGF7
4900,NR2E1
4901,DAXX
4902,CAPNS1
4903,GCNT1
4904,TIMM10
4905,SPI1
4906,IL5
4907,MYO9B
4908,MYH10
4909,IL3
4910,BCKDHA
4911,PSPN
4912,BRD8
4913,PLD2
4914,RAPSN
4915,MS4A10
4916,GFRA4
4917,KITLG
4918,MSH6
4919,TXN
4920,AKTIP
4921,AKAP5
4922,RRAGB
4923,H6PD
4924,NT5C1A
4925,SLC5A12
4926,APCS
4927,FAM110A
4928,ECT2
4929,SAMHD1
4930,GRIN2A
4931,NRTN
4932,TANK
4933,EPHA4
4934,DUX4L1
4935,SNCB
4936,POLR3E
4937,MVB12A
4938,APOA4
4939,PIGY
4940,GABARAPL1
4941,ELP6
4942,GRIN1
4943,CANX
4944,HSPB11
4945,GFRA2
4946,CYP2C19
4947,NCAPG2
4948,PC
4949,SLC2A9
4950,C11orf73
4951,RAD18
4952,UCP1
4953,VPS53
4954,CEP55
4955,GART
4956,MYL5
4957,NR5A2
4958,NT5C3B
4959,MT1M
4960,PIGV
4961,POLR3K
4962,NTPCR
4963,CDC7
4964,DEFB128
4965,KHDC3L
4966,LRRC8D
4967,CMTM2
4968,DHFR
4969,POLR3F
4970,POLR3GL
4971,ATP4A
4972,SLC6A20
4973,CPLX1
4974,ARTN
4975,C19orf40
4976,SLC39A4
4977,HGNC:9979
4978,TICAM2
4979,TUBA1C
4980,HOXA4
4981,NT5C1B
4982,IARS2
4983,RBP1
4984,RETSAT
4985,MYH14
4986,ALDH7A1
4987,NT5E
4988,SNCA
4989,IFT74
4990,SGMS1
4991,NFATC2
4992,ATN1
4993,CNDP2
4994,GATA4
4995,ATP12A
4996,FLT4
4997,TNP1
4998,CRYA1
4999,EIF6
5000,TLR3
5001,RPL23L
5002,MAP4K4
5003,CDK5R1
5004,PDCL
5005,NFRKB
5006,SLBP
5007,RHEB
5008,MTRNR2L3
5009,SNUPN
5010,EXOC1
5011,BAZ2A
5012,IFT80
5013,EDAR
5014,ERBB4
5015,ACTA2
5016,IFITM2
5017,GMPR
5018,FCER1A
5019,PIKFYVE
5020,DCC
5021,INO80C
5022,CDIPT
5023,CSRP1
5024,POLR3D
5025,LRP8
5026,NPAS2
5027,OGN
5028,ARHGAP35
5029,ACAT1
5030,NGEF
5031,UGT8
5032,LHPP
5033,CEPT1
5034,ACAT2
5035,CLN3
5036,GAPDH
5037,EFNA5
5038,EXOC6
5039,NTN1
5040,ENSG00000267140
5041,GCNT3
5042,STATH
5043,TUBB1
5044,RIC1
5045,RASGRF2
5046,AKR1B1
5047,CDH5
5048,NT5C3A
5049,SDHC
5050,MVB12B
5051,PBK
5052,CYP11B2
5053,HFE2
5054,ALDH6A1
5055,SDHA
5056,FZD7
5057,KERA
5058,IFITM3
5059,WIPF1
5060,EDARADD
5061,ACVR2B
5062,CACNG3
5063,CACNG2
5064,PNP
5065,FAM160A2
5066,FRS3
5067,SAP30BP
5068,CYP11B1
5069,LRRC8B
5070,VPS37D
5071,ALOX15
5072,TUBB6
5073,MAP1LC3B
5074,FZD8
5075,SLC25A6
5076,VPS28
5077,MYH2
5078,H2AFB3
5079,PDGFRA
5080,CRYBB2
5081,TIMM13
5082,AK5
5083,C14orf166
5084,GRIA3
5085,POLR3H
5086,MBOAT1
5087,RRAGD
5088,AKR1C1
5089,PLXNA2
5090,GLE1
5091,PIGL
5092,SEL1L
5093,ING2
5094,ELMO2
5095,HMGCS2
5096,WNT2
5097,BDP1
5098,UBAP1
5099,SPRY2
5100,PTGS1
5101,RAB3GAP2
5102,ESR2
5103,B4GALT6
5104,MS4A6A
5105,SPAG5
5106,NRG3
5107,MAP1LC3A
5108,GPAM
5109,HSD17B12
5110,SLC39A7
5111,ATG101
5112,APOC3
5113,AGXT2
5114,TOMM22
5115,ALOX15B
5116,CYP2J2
5117,WNT5B
5118,YEATS4
5119,MDH2
5120,CHD1
5121,GATM
5122,IRAK2
5123,CDH15
5124,IL5RA
5125,CAPN1
5126,HOOK1
5127,MT1HL1
5128,RIMS1
5129,EPHA3
5130,INO80
5131,ARFRP1
5132,LIN7A
5133,SLC38A9
5134,EPO
5135,DTYMK
5136,POLR3G
5137,CPSF6
5138,VPS37A
5139,RGP1
5140,KAT6A
5141,GALC
5142,RB1CC1
5143,PRELP
5144,VPS37B
5145,CPT1A
5146,FOSB
5147,CEBPZ
5148,DHFRL1
5149,KRI1
5150,SMO
5151,MTHFD1
5152,LIN7C
5153,HBS1L
5154,CYP3A7
5155,PTPN2
5156,EPHA1
5157,IMPDH2
5158,FXYD2
5159,LRP1
5160,SRD5A3
5161,ACAA2
5162,TNFAIP3
5163,HOOK2
5164,EPB41L1
5165,LIN7B
5166,CYP2C8
5167,AKR1B10
5168,OS9
5169,ATG5
5170,RBM14
5171,EIF1
5172,PTPRC
5173,KLB
5174,DOLPP1
5175,GSS
5176,APOC2
5177,TARS
5178,TUBA3E
5179,UPRT
5180,IL1F10
5181,BAD
5182,CD8A
5183,MMP3
5184,NR3C2
5185,GREB1
5186,APEX1
5187,B4GALT5
5188,CDH4
5189,VPS4B
5190,DMAP1
5191,CD8B
5192,PIK3R4
5193,SETD8
5194,WDR74
5195,HSD17B2
5196,LRRC8C
5197,STK11
5198,XRCC4
5199,NLGN2
5200,GCSH
5201,WNT3
5202,CSNK2A1
5203,ATP5G3
5204,IL3RA
5205,CACNG8
5206,VPS37C
5207,WNT10B
5208,DLG2
5209,DLST
5210,PFKM
5211,TIMM9
5212,ING3
5213,CABIN1
5214,MATR3
5215,TIMM8A
5216,SUPT3H
5217,APH1A
5218,PPFIA2
5219,NRG4
5220,FDPS
5221,SORBS1
5222,NR1H3
5223,SOX2
5224,NCALD
5225,IL6R
5226,SHB
5227,WNT9B
5228,GOLGA1
5229,PDE6A
5230,RALBP1
5231,TICAM1
5232,VTA1
5233,HKDC1
5234,MPI
5235,INO80B
5236,RRP15
5237,PDHX
5238,PTPRD
5239,DMC1
5240,TFPT
5241,ALDH1A2
5242,NOLC1
5243,NRCAM
5244,CSNK2B
5245,PLP2
5246,MAGEA12
5247,GRIA4
5248,INPP5B
5249,NFYA
5250,PPFIA3
5251,TMF1
5252,USP21
5253,GCNT4
5254,TIAM2
5255,MS4A2
5256,AMT
5257,PIP4K2B
5258,ACTR8
5259,HBA1
5260,PHF19
5261,DAPP1
5262,NOS1
5263,B3GNT6
5264,DARS
5265,HSD17B8
5266,WNT7A
5267,DNAJB1
5268,ALG8
5269,ERBB3
5270,ATG12
5271,ALDH3A1
5272,SLC30A4
5273,AFTPH
5274,MPHOSPH8
5275,FES
5276,PDE6G
5277,DDX1
5278,PLA2G16
5279,PILRA
5280,ITGB7
5281,RARS
5282,NCAPD3
5283,INPPL1
5284,PIGQ
5285,EPHA5
5286,MELK
5287,LARS2
5288,LAMTOR5
5289,ARHGAP5
5290,PINK1
5291,TEK
5292,VPS36
5293,HADH
5294,C1orf86
5295,SEMA3A
5296,WDR82
5297,FBLL1
5298,IL17RD
5299,CHCHD3
5300,NLGN4X
5301,ACSS1
5302,NFYB
5303,MYL7
5304,NTRK3
5305,DBF4
5306,CLOCK
5307,STIP1
5308,BTC
5309,ASF1B
5310,ALAS1
5311,GPCPD1
5312,TP63
5313,NKX2-5
5314,NUDT2
5315,EPHA6
5316,ABCG2
5317,MT-CO3
5318,TNPO1
5319,RNMT
5320,ARHGEF18
5321,H2AFB2
5322,RXRB
5323,GMPR2
5324,VLDLR
5325,ATP6V0A2
5326,CNDP1
5327,CASP7
5328,LAMTOR4
5329,CITED2
5330,ALOX12B
5331,RTCB
5332,ACTR5
5333,DERL2
5334,DCLRE1B
5335,PIGM
5336,SRD5A1
5337,GRIA2
5338,CHMP5
5339,PPAPDC1A
5340,CARS
5341,MTF2
5342,ARHGDIA
5343,PHF1
5344,TKTL2
5345,F11R
5346,PCCB
5347,GOLGA4
5348,ATP5S
5349,PRKCH
5350,INO80E
5351,MT-CO1
5352,AK4
5353,JARID2
5354,GMPPB
5355,ATP1A3
5356,PWP1
5357,SAR1A
5358,EPHX1
5359,TRIM33
5360,EPC1
5361,B3GNT5
5362,GH1
5363,CASP1
5364,PNPLA4
5365,BRPF1
5366,ALDH1A1
5367,CATSPERG
5368,DIRC3
5369,WNT7B
5370,PCGF5
5371,BCL6
5372,PSENEN
5373,BCL10
5374,EMC3
5375,RTEL1
5376,PPARGC1B
5377,MGA
5378,VPS25
5379,COX6A1
5380,TARSL2
5381,ZC3H13
5382,ADAM17
5383,WNT9A
5384,CAST
5385,ATP6V0B
5386,TKTL1
5387,PIGB
5388,USP10
5389,BCO1
5390,CARNS1
5391,PHF20
5392,ATP6V1B1
5393,HOXD3
5394,KLRD1
5395,EMC1
5396,PLXND1
5397,CYP51A1
5398,PPFIA4
5399,EPHA7
5400,WNT10A
5401,PPP4R2
5402,CD19
5403,NTF3
5404,TCF4
5405,NFASC
5406,NLGN3
5407,UNC13B
5408,ATP6V1B2
5409,APH1B
5410,TFAP2A
5411,VPS4A
5412,CYLD
5413,ASAP1
5414,ERH
5415,CHMP3
5416,SYS1
5417,FAN1
5418,UGT1A9
5419,AK8
5420,CD40
5421,MMGT1
5422,EMC8
5423,UBXN7
5424,ENSG00000249884
5425,SSB
5426,ATP1A2
5427,ABCA1
5428,ARNTL
5429,ITGA5
5430,HADHB
5431,NEK9
5432,FGFR1OP2
5433,CACNG4
5434,WNT16
5435,ZBTB8OS
5436,HOXD1
5437,RNF135
5438,CYP2D6
5439,CATSPER1
5440,INPP4A
5441,NOP9
5442,SKI
5443,ALDH1A3
5444,MSH5
5445,PPFIA1
5446,BRMS1
5447,USP3
5448,WIPF3
5449,PTRF
5450,CCDC101
5451,PAG1
5452,CATSPERB
5453,UHRF1
5454,IKBKE
5455,CDKN1C
5456,PHB
5457,ATP6V0A1
5458,RPS6KA1
5459,CASP9
5460,ATP6AP1
5461,HBA2
5462,IL1A
5463,WNT6
5464,CYP2U1
5465,ACTG2
5466,PDE6B
5467,GPAT2
5468,MMP7
5469,PREB
5470,UPB1
5471,AK7
5472,ENO1
5473,CHMP1B
5474,ZYX
5475,WIPF2
5476,B4GALT4
5477,TH
5478,GCC1
5479,RAPGEF1
5480,SOD1
5481,NLGN1
5482,ANGPT1
5483,RGMB
5484,AGPAT1
5485,ATP6V0A4
5486,LPCAT3
5487,TIMM8B
5488,ALOX12
5489,IDI1
5490,ATP6V1C2
5491,WDHD1
5492,RARS2
5493,FOXO4
5494,SNF8
5495,ATP1A1
5496,COX7A2
5497,MSH4
5498,GTF3C3
5499,FURIN
5500,SSX3
5501,AGPAT9
5502,ATP6V0E1
5503,NCAPH2
5504,SUPT7L
5505,ARHGEF9
5506,DERL1
5507,SLC18A2
5508,EMC2
5509,CATSPER3
5510,PIGO
5511,NPHS1
5512,PECAM1
5513,BRD7
5514,ENTPD2
5515,EPT1
5516,ZMAT2
5517,PAIP1
5518,CYP4F3
5519,DHX8
5520,RBM25
5521,ENSG00000250741
5522,DCLRE1A
5523,GLTSCR2
5524,ARID4A
5525,GBA
5526,IL36RN
5527,FTCD
5528,C2orf49
5529,AMPD2
5530,DPAGT1
5531,TRAF1
5532,NANOG
5533,B3GNT7
5534,ASS1
5535,LIMK1
5536,CATSPER4
5537,BICD2
5538,SORBS3
5539,C17orf49
5540,GTF3C2
5541,APBA1
5542,HIST2H2AA3
5543,ALDH3B2
5544,GRIN2C
5545,TAZ
5546,PIP5KL1
5547,PYURF
5548,HADHA
5549,DHCR7
5550,CATSPER2
5551,GPS2
5552,ATP6V1C1
5553,SOD2
5554,IFNAR1
5555,NCKIPSD
5556,COPRS
5557,NCAPH
5558,CHPT1
5559,RPA4
5560,MYL10
5561,WNT2B
5562,FAM98B
5563,AQP6
5564,SMARCA2
5565,DCP2
5566,EIF2AK2
5567,IPMK
5568,CYP21A2
5569,FLT1
5570,IL36A
5571,VPS72
5572,SMAD6
5573,ALG6
5574,TADA2A
5575,RRN3
5576,NFYC
5577,EIF4EBP1
5578,FUT2
5579,TLR2
5580,ST6GALNAC3
5581,IFNA6
5582,SACM1L
5583,LIG4
5584,EIF4G3
5585,GIT1
5586,IL36B
5587,TCIRG1
5588,LCLAT1
5589,ARAP1
5590,CNGB1
5591,ALDH1B1
5592,COMT
5593,SRD5A2
5594,MYOD1
5595,AK2
5596,ARID1B
5597,HSD17B7
5598,SMARCD2
5599,EMC6
5600,SUCLG1
5601,RAB3GAP1
5602,STK3
5603,TOMM5
5604,YRDC
5605,GGT5
5606,DAW1
5607,IFNA2
5608,ATP6V1H
5609,ATP6V1E2
5610,BICD1
5611,EMC9
5612,MAP3K11
5613,BAMBI
5614,GABRA3
5615,ATP6V1A
5616,EZH1
5617,XPOT
5618,IFNA4
5619,NOD1
5620,COX17
5621,BZRAP1
5622,PCDH15
5623,TAF6L
5624,GAGE12F
5625,AK1
5626,POLN
5627,IL1RL2
5628,IL36G
5629,IL17RA
5630,HIST1H2AE
5631,PIN1
5632,GRIN2D
5633,PFKP
5634,TMEM199
5635,SPAG17
5636,ATP6V0E2
5637,ALG10
5638,RAPGEF4
5639,PCGF1
5640,ATP6V1E1
5641,MAP1LC3C
5642,RASGRF1
5643,PPP3CC
5644,COX6B1
5645,RXRG
5646,GTF3C6
5647,INPP4B
5648,ST6GALNAC4
5649,LCAT
5650,MMP13
5651,PRL
5652,UGT1A6
5653,MKI67
5654,TCF12
5655,ARNT
5656,GPHN
5657,LAP3
5658,NOD2
5659,IFNA21
5660,B3GAT2
5661,CYP4F8
5662,NARS2
5663,SHOC2
5664,SMU1
5665,COX7B
5666,IRAK4
5667,RGMA
5668,IDO1
5669,CATSPERD
5670,SYN1
5671,METTL14
5672,STRAP
5673,FUT1
5674,VDR
5675,CYP4F2
5676,KLK5
5677,MLH3
5678,GCLC
5679,CITED1
5680,CASP6
5681,C4B
5682,SCN4B
5683,ROPN1L
5684,USMG5
5685,CDS2
5686,ALDOB
5687,EIF4G2
5688,ARHGEF11
5689,ARHGEF2
5690,ENTPD4
5691,UFD1L
5692,ITGA9
5693,COA6
5694,CALM3
5695,GTF3C4
5696,EMC10
5697,IL12B
5698,AKT1S1
5699,RNGTT
5700,FASN
5701,ENY2
5702,EMC4
5703,TCEAL4
5704,IFNA8
5705,TOMM7
5706,CBX7
5707,ARHGAP10
5708,ARHGAP11A
5709,BBS10
5710,GFPT2
5711,TOMM6
5712,GALNT12
5713,GLUL
5714,WTAP
5715,NCAPD2
5716,CNOT1
5717,GALNT11
5718,GALNT5
5719,RCE1
5720,AMPD1
5721,CNEP1R1
5722,TNFSF10
5723,F10
5724,FUT3
5725,ACADS
5726,AMPD3
5727,LDHA
5728,SQLE
5729,GTF3C1
5730,ITGA8
5731,GFPT1
5732,HIST1H2AM
5733,GABPA
5734,SEC31B
5735,MAN1A1
5736,NAA15
5737,TFAP2B
5738,TARDBP
5739,MAN2A1
5740,MSL3
5741,FXYD4
5742,EMC7
5743,ECHS1
5744,MAPK7
5745,AIMP1
5746,IFNA17
5747,CALD1
5748,ARIH1
5749,CHD8
5750,MMP1
5751,FHL2
5752,GALNT13
5753,SRGAP2
5754,KCNMA1
5755,ATP6V1G1
5756,IFNA14
5757,HIST1H2AI
5758,PFKL
5759,NAMPT
5760,APOH
5761,PHF12
5762,SPG7
5763,ATXN7L3
5764,LMOD1
5765,GTF3C5
5766,SLC9A3R1
5767,EYA1
5768,ZNF274
5769,ENTPD6
5770,OPN1LW
5771,SGK1
5772,ADH1B
5773,SPR
5774,XRN1
5775,ENSG00000275464
5776,PPP1R12B
5777,LNPEP
5778,NEFL
5779,TXNRD1
5780,HIST1H2AK
5781,LIPT1
5782,IDO2
5783,MAP3K3
5784,MTG1
5785,FBP1
5786,IFNA7
5787,ITGB8
5788,NFIC
5789,OTUD7B
5790,AKAP13
5791,AGPAT6
5792,GSR
5793,GALNT3
5794,GALNT6
5795,KLK3
5796,CYP26B1
5797,CABYR
5798,DIAPH1
5799,ACTL6B
5800,TEX15
5801,GH2
5802,ATP6V1G2
5803,CTDNEP1
5804,CAD
5805,BRF1
5806,PEMT
5807,SULT2B1
5808,ARHGAP1
5809,ST6GAL1
5810,ITGA10
5811,ATP6V1G3
5812,PI4KA
5813,KANSL1
5814,INO80D
5815,ARHGAP6
5816,USP43
5817,PRKG1
5818,PEX7
5819,PCGF3
5820,ZFYVE16
5821,MAT2B
5822,FBP2
5823,C2
5824,PPA2
5825,CDON
5826,GABRA2
5827,REV3L
5828,USP4
5829,RNF20
5830,MTHFD2L
5831,FLNA
5832,CRYAB
5833,BMP7
5834,GCLM
5835,ARHGDIB
5836,TOX4
5837,DLGAP2
5838,CACNA1S
5839,CALR
5840,TUBAL3
5841,GALNT10
5842,RIPK3
5843,MORF4L2
5844,GALNTL6
5845,DNAI2
5846,RBM19
5847,PPP4R4
5848,PLXNB1
5849,JMJD4
5850,LMO4
5851,MND1
5852,USP2
5853,LRRFIP1
5854,NME4
5855,ARHGAP4
5856,SHANK1
5857,GALNT16
5858,JUNB
5859,CMTM1
5860,SAMM50
5861,BRF2
5862,ATG16L1
5863,KLK2
5864,DLGAP1
5865,SLC25A13
5866,SLC25A12
5867,FAM60A
5868,HIST1H2AG
5869,GALNT15
5870,GADL1
5871,ITGAD
5872,COX19
5873,HMG20B
5874,PAH
5875,LATS1
5876,DOLK
5877,ITGA11
5878,DHX33
5879,LIN37
5880,IFNA16
5881,NTF4
5882,RRH
5883,NEK7
5884,PBRM1
5885,CRADD
5886,RBM34
5887,CDS1
5888,ETS1
5889,DLGAP3
5890,CERK
5891,EPOR
5892,GEN1
5893,AGPAT3
5894,GALNT9
5895,PFDN5
5896,CDCA3
5897,TREM2
5898,MFN1
5899,GHR
5900,GAGE1
5901,RPS6KA3
5902,HDDC3
5903,CNOT8
5904,MAN1C1
5905,RPMS17
5906,STX12
5907,FUT4
5908,EPHA8
5909,IL12RB1
5910,LIN54
5911,VDAC2
5912,LIPE
5913,MGLL
5914,GCNT7
5915,ITPK1
5916,TAT
5917,AOC3
5918,UCP2
5919,STXBP3
5920,SCML2
5921,UCP3
5922,TYMP
5923,LIN9
5924,GABRA4
5925,DOK2
5926,DEPTOR
5927,GALNT7
5928,GRB10
5929,GGT7
5930,IFNA10
5931,DEGS2
5932,GRB7
5933,PIGX
5934,MYH7
5935,GRIK3
5936,TUBA8
5937,FPGT
5938,CLN8
5939,GALNT8
5940,HSD17B3
5941,PFDN6
5942,ATG14
5943,SLC25A14
5944,DLL1
5945,NEK6
5946,MDM4
5947,LIN52
5948,CHN1
5949,CNOT10
5950,SYN2
5951,ING5
5952,GGPS1
5953,PFDN2
5954,BBS4
5955,PSEN2
5956,CNOT6
5957,EEF1E1
5958,TYR
5959,STXBP1
5960,POLB
5961,PKD2
5962,ENTPD5
5963,GALNT18
5964,USP17L18
5965,GALM
5966,KIRREL
5967,GAPDHS
5968,NME3
5969,ASAH2
5970,PIP4K2A
5971,MAP3K8
5972,SYN3
5973,ABCF1
5974,TFF1
5975,ADH6
5976,SHANK2
5977,SPECC1
5978,TPRN
5979,PI4KB
5980,ENSG00000239789
5981,ASXL2
5982,ARHGEF5
5983,ENSG00000276612
5984,RGR
5985,PDCD6
5986,METTL3
5987,MINPP1
5988,SRA1
5989,HNF1A
5990,ARAP2
5991,COX7A2L
5992,MYO18A
5993,DCTPP1
5994,GGT1
5995,PAK1IP1
5996,SMDT1
5997,CHKB
5998,ST6GALNAC2
5999,ARHGAP32
6000,NME6
6001,MRGBP
6002,CCDC115
6003,TNS1
6004,SCN1B
6005,BPGM
6006,CACNA1F
6007,TIA1
6008,NHEJ1
6009,PER2
6010,USH2A
6011,MOCS3
6012,HSD11B1
6013,GALNT4
6014,B3GNT8
6015,ROPN1
6016,ENSG00000261832
6017,ACVR1
6018,IL4R
6019,ZNF461
6020,C2CD5
6021,AIMP2
6022,SLC3A2
6023,WBSCR17
6024,OPN3
6025,MBP
6026,PISD
6027,GOLIM4
6028,RNF40
6029,CLEC10A
6030,PDSS1
6031,CACNB1
6032,GNL3L
6033,HSD17B10
6034,RND1
6035,GALNT14
6036,SCN2B
6037,JAG1
6038,STAR
6039,HAPLN4
6040,GABRA1
6041,SCYL1
6042,ENG
6043,IL12A
6044,GABRA5
6045,SS18
6046,DNTTIP1
6047,ZMYM2
6048,MTHFD2
6049,LRTOMT
6050,CPT2
6051,AK9
6052,GMPPA
6053,ALDH9A1
6054,SGPP1
6055,ARHGDIG
6056,SC5D
6057,PPP2R4
6058,KLRC2
6059,STX10
6060,SCN5A
6061,GBA2
6062,NLK
6063,EYA4
6064,KCND2
6065,MFAP2
6066,FECH
6067,RELN
6068,MAN2A2
6069,CNOT6L
6070,BRD1
6071,GALNTL5
6072,NLRP3
6073,OPN1SW
6074,DNMT3L
6075,CRY2
6076,GRIP1
6077,ALDH4A1
6078,CNOT11
6079,RAPGEF3
6080,ATP5G2
6081,CNOT7
6082,EYA2
6083,ATF4
6084,FH
6085,UBAP2L
6086,ALAS2
6087,UGT1A8
6088,MAD2L2
6089,A4GNT
6090,CHST4
6091,SRGAP1
6092,EYA3
6093,CBSL
6094,ARHGAP39
6095,CTPS1
6096,TFAP2C
6097,ASNS
6098,MITF
6099,APBB1
6100,STX7
6101,KCNQ1
6102,SEPT7
6103,CYP2S1
6104,SIRT6
6105,VBP1
6106,RGS9
6107,MLXIPL
6108,SRGAP3
6109,NUP98
6110,TDGF1
6111,MPP5
6112,ATP5L2
6113,USP17L12
6114,NFATC3
6115,PFN1
6116,SHC3
6117,HINT1
6118,GLDC
6119,DYNLT1
6120,TJP1
6121,UGT1A1
6122,DHTKD1
6123,LARP4B
6124,OPN5
6125,HOMER3
6126,HOMER1
6127,ESRRA
6128,MFN2
6129,RBP2
6130,PRKG2
6131,WAC
6132,HEY1
6133,PPP1R9B
6134,NANS
6135,TADA1
6136,TRIP4
6137,HOMER2
6138,SGMS2
6139,NPPA
6140,SLC25A27
6141,NAA35
6142,CHTF18
6143,PEF1
6144,PSMC3IP
6145,NAA16
6146,PARD3
6147,USP17L3
6148,IDH2
6149,B3GAT3
6150,CDC25B
6151,CARD11
6152,GYS2
6153,MYO9A
6154,MFAP5
6155,VDAC3
6156,DYNLT3
6157,MRI1
6158,PRSS57
6159,DLC1
6160,PIP4K2C
6161,IKZF3
6162,MAN1A2
6163,B4GALT7
6164,VASP
6165,EFNA2
6166,NLE1
6167,RPS6KA5
6168,NAT8L
6169,PTPN13
6170,DLGAP4
6171,PER1
6172,ACACB
6173,ARHGAP29
6174,H1F0
6175,NCF2
6176,AGPAT4
6177,ARID2
6178,NFE2L2
6179,CDH3
6180,MTFMT
6181,FUT9
6182,GOLGA5
6183,NPLOC4
6184,PIK3C2G
6185,USP17L21
6186,SPIDR
6187,ZFP1
6188,SEMA4D
6189,GABRA6
6190,PFDN4
6191,KCNH2
6192,EPHA10
6193,TAF5L
6194,KDSR
6195,PIGT
6196,POU5F1
6197,B3GNTL1
6198,HEXA
6199,XRCC6BP1
6200,GPAA1
6201,CDH11
6202,PHB2
6203,XYLT1
6204,B3GAT1
6205,RQCD1
6206,IK
6207,SCN3B
6208,ITPKB
6209,GYG1
6210,HSD17B1
6211,TAP1
6212,GJA1
6213,PLD3
6214,ARAP3
6215,ASPSCR1
6216,HIST1H1E
6217,DFNB31
6218,CDH6
6219,ATG3
6220,CHKA
6221,NAA10
6222,ABCC2
6223,ENSG00000267740
6224,PYGL
6225,MOB4
6226,NID1
6227,ANPEP
6228,ADD1
6229,HSPB1
6230,CDH17
6231,USP17L22
6232,ESRP2
6233,SLC9A1
6234,BRPF3
6235,B3GALT6
6236,ACER2
6237,PDCL2
6238,USP17L20
6239,CDH12
6240,HARS
6241,ABCG5
6242,SDHD
6243,USP17L8
6244,USP17L13
6245,SKIL
6246,USP8
6247,DUSP1
6248,GYG2
6249,ITGB6
6250,DDX31
6251,B3GNT9
6252,SIKE1
6253,PFDN1
6254,ESF1
6255,CNOT2
6256,NUDT12
6257,TPH1
6258,CNOT3
6259,IL1R1
6260,CACNB4
6261,USP17L4
6262,RNF31
6263,RDH11
6264,TNKS1BP1
6265,CAB39
6266,CRBN
6267,EFNA3
6268,PI4K2A
6269,MALT1
6270,DTX4
6271,PGAM2
6272,CAPNS2
6273,ENO2
6274,LSS
6275,ABCG8
6276,LRP10
6277,PCYT2
6278,UPK3B
6279,IFNAR2
6280,REV1
6281,PARS2
6282,CDKN2B
6283,DNTTIP2
6284,DTX1
6285,PIGU
6286,FXYD1
6287,ACSL1
6288,DAB1
6289,ROR2
6290,ANP32E
6291,TNFRSF10B
6292,MAPKAPK5
6293,PDIA3
6294,HMOX1
6295,CDH8
6296,EFNA4
6297,VN1R1
6298,CACNA2D3
6299,PIGF
6300,IL15
6301,C3orf58
6302,ABCB6
6303,ABCA2
6304,IFNGR1
6305,CRYBA1
6306,CRYBB1
6307,RBFOX2
6308,RRP1B
6309,DLL4
6310,SGPP2
6311,CDH10
6312,GGT6
6313,DUOX2
6314,USP17L10
6315,LATS2
6316,ERLEC1
6317,FADS2
6318,ASPA
6319,PYGM
6320,ARHGAP21
6321,CELA2A
6322,FXYD3
6323,BAX
6324,PGAM1
6325,USP17L11
6326,USP17L1P
6327,ACER1
6328,ACACA
6329,CYP1B1
6330,SMOX
6331,GGA3
6332,IL17A
6333,CDH24
6334,TPH2
6335,PIGS
6336,SUPT20H
6337,STRADA
6338,GCKR
6339,BBS5
6340,USP17L5
6341,COQ9
6342,PRPS1
6343,CDH13
6344,TTC8
6345,FGD1
6346,DNAH5
6347,OCLN
6348,MAATS1
6349,PCCA
6350,POLI
6351,IDH3A
6352,USP17L15
6353,TNFRSF10A
6354,ITPKC
6355,SPHK2
6356,PPP1R15B
6357,STRADB
6358,AKR1A1
6359,KIAA2012
6360,PIWIL2
6361,CSNK2A2
6362,DDX6
6363,TMEM173
6364,FNTA
6365,COQ3
6366,CD2
6367,CNOT4
6368,MSMO1
6369,CACNA2D1
6370,ITPKA
6371,ARHGAP22
6372,SMPD3
6373,HIST1H1B
6374,LPPR2
6375,CTPS2
6376,RGL1
6377,SULT1E1
6378,MCF2L
6379,QPRT
6380,TAGAP
6381,TK1
6382,RNF43
6383,H326
6384,NFS1
6385,B3GALT5
6386,FXYD7
6387,CD274
6388,FUT5
6389,ABCD4
6390,PPP1R15A
6391,GP1BB
6392,SPRY1
6393,DEPDC7
6394,HPGDS
6395,PGAP3
6396,MOB1A
6397,GMIP
6398,ARHGAP11B
6399,CDH18
6400,SHARPIN
6401,PIGK
6402,MARS2
6403,MMP14
6404,ENSG00000229117
6405,SWSAP1
6406,CCL2
6407,CDH7
6408,BBS1
6409,ARHGAP9
6410,IL37
6411,MYO7A
6412,FOXK1
6413,APAF1
6414,HSPH1
6415,ETNPPL
6416,PPAT
6417,PDCD6IP
6418,STRN
6419,EARS2
6420,CACNA2D4
6421,ENO3
6422,FXYD6
6423,MTHFD1L
6424,AFMID
6425,CRTC2
6426,TIMP3
6427,ARHGEF3
6428,TIRAP
6429,FLRT3
6430,HEY2
6431,ITIH4
6432,PPT1
6433,ZSWIM7
6434,XYLT2
6435,IL10RB
6436,OGT
6437,TRAPPC8
6438,CHCHD7
6439,DNAH8
6440,CHCHD10
6441,NET1
6442,USP17L2
6443,STARD13
6444,RICTOR
6445,BBS7
6446,ZNF70
6447,C9orf142
6448,DUOX1
6449,EEF1A2
6450,GYS1
6451,SOD3
6452,CRY1
6453,ABR
6454,ARHGEF39
6455,MYCBP
6456,USP17L19
6457,COQ6
6458,SPAG9
6459,ME2
6460,ADAM2
6461,DERA
6462,ZNF69
6463,GGCT
6464,PRPS2
6465,MOB1B
6466,ARHGEF16
6467,PPP1R1B
