,0
1715,NDUFB7
1716,CRK
1717,AFP
1718,GTF2E1
1719,NUP155
1720,CEP41
1721,CSK
1722,SHISA5
1723,HRC
1724,CAND1
1725,RING1
1726,MAP2K1
1727,NDUFB5
1728,POLE3
1729,ASH2L
1730,SCG2
1731,CALU
1732,SENP3
1733,NUP54
1734,MFGE8
1735,RAB6B
1736,IGFBP7
1737,CEP192
1738,NUP210
1739,UTP14A
1740,ITGA2B
1741,HLA-F
1742,AGO2
1743,WFS1
1744,NUP35
1745,HAUS3
1746,DMP1
1747,KLC2
1748,RAB3IP
1749,NUP50
1750,SERPINA10
1751,NDUFA5
1752,AMELX
1753,FEM1B
1754,NUP205
1755,MXRA8
1756,PRSS23
1757,NUPL2
1758,RCN1
1759,VGF
1760,PWP2
1761,MEPE
1762,TGFB3
1763,TULP4
1764,FAM20C
1765,ANKRD9
1766,STC2
1767,AGO3
1768,NDUFA8
1769,ERCC8
1770,IRF1
1771,CDK4
1772,CHGB
1773,GLB1
1774,NEDD1
1775,SPSB3
1776,NAPG
1777,KMT2D
1778,PTPRJ
1779,NDUFB9
1780,GOLM1
1781,FSTL1
1782,B4GALT1
1783,KIF26A
1784,EIF4B
1785,NDEL1
1786,ODF2
1787,WSB2
1788,EHHADH
1789,WAPAL
1790,ETF1
1791,EXOSC2
1792,TMEM132A
1793,BPIFB2
1794,FCER1G
1795,WDR18
1796,DCUN1D3
1797,EIF2S2
1798,RB1
1799,FSTL3
1800,EIF2S3
1801,HMOX2
1802,EVA1A
1803,CLASP2
1804,VWA1
1805,NDUFA6
1806,LGALS1
1807,EMG1
1808,KDM1A
1809,CCNK
1810,FCHO2
1811,IRF4
1812,CANT1
1813,EIF3I
1814,COG4
1815,SPTBN1
1816,EXOSC8
1817,GIP
1818,TNRC6A
1819,CBX2
1820,SGOL2
1821,NOTCH1
1822,EXOSC3
1823,PNO1
1824,COG3
1825,NDUFS3
1826,FEM1C
1827,NEURL2
1828,DVL1
1829,CHM
1830,EIF3A
1831,DDX47
1832,PYCARD
1833,PDS5A
1834,IRF2
1835,SPTBN5
1836,RCL1
1837,ARFGAP2
1838,EXOSC7
1839,HSPA2
1840,SPC25
1841,SPDL1
1842,DIEXF
1843,FCGR1A
1844,YY1
1845,COG6
1846,AGO4
1847,PHC3
1848,MAD1L1
1849,MDM2
1850,COG5
1851,TNRC6C
1852,EIF2S1
1853,RAB3D
1854,TNRC6B
1855,SGOL1
1856,MOV10
1857,KNTC1
1858,NAPRT
1859,CTSD
1860,MIS12
1861,ARSB
1862,SDC1
1863,COG8
1864,ARSA
1865,RRP7A
1866,ARF5
1867,SKA2
1868,COG7
1869,EXOSC5
1870,PDS5B
1871,FCF1
1872,MRPL11
1873,CGA
1874,MTA2
1875,POU2F1
1876,NDUFB10
1877,EXOSC6
1878,ARF3
1879,ERCC6L
1880,BLM
1881,MRPL13
1882,SPTBN4
1883,UTP20
1884,EXOSC4
1885,NDUFS4
1886,ACLY
1887,AHCTF1
1888,RAD51
1889,EIF3B
1890,PYGB
1891,GLA
1892,SUPT5H
1893,CBX4
1894,NDUFS2
1895,PHC1
1896,SPTA1
1897,RRP36
1898,IKBKG
1899,ZWINT
1900,EXOSC1
1901,CBX8
1902,GATAD2A
1903,KPNB1
1904,SPTB
1905,TFDP1
1906,COG2
1907,RAMP1
1908,HEXB
1909,EIF3E
1910,ZWILCH
1911,EXOSC9
1912,NDUFS6
1913,UQCRQ
1914,ARFGAP3
1915,UTP14C
1916,ADORA2B
1917,RCC2
1918,UQCRFS1
1919,TAAR2
1920,NSL1
1921,SEC61G
1922,NDUFA12
1923,GNS
1924,NDUFS7
1925,EXOSC10
1926,CDH1
1927,NDUFA9
1928,PTH2
1929,CCT4
1930,CHML
1931,TAOK1
1932,MDC1
1933,SLC36A2
1934,KHDC1
1935,RFPL3S
1936,SLC22A12
1937,CSPP1
1938,SMAD2
1939,AR
1940,COG1
1941,HTR6
1942,SMG6
1943,NDUFS8
1944,SKA1
1945,RXFP2
1946,IRF5
1947,PTGES2
1948,UPF2
1949,SCT
1950,SPC24
1951,NUDC
1952,TPX2
1953,ANK1
1954,CTNNA1
1955,ADCYAP1R1
1956,CALCA
1957,VIPR2
1958,HMHA1
1959,LHCGR
1960,ANK2
1961,PHC2
1962,GAB1
1963,RAMP3
1964,FCHO1
1965,BIRC2
1966,BCAR1
1967,FSHB
1968,PA2G4
1969,SPAG6
1970,RBBP8
1971,EIF3C
1972,HTR7
1973,HIF1A
1974,PTGIR
1975,EIF3G
1976,GPR150
1977,GSPT1
1978,MC3R
1979,PTH1R
1980,IST1
1981,NDUFV2
1982,SEPT2
1983,TAF5
1984,LHB
1985,SEC61A1
1986,YWHAZ
1987,EIF1AX
1988,DRD5
1989,GPR20
1990,ATP5G1
1991,POLD3
1992,PTHLH
1993,HELZ2
1994,P2RX1
1995,CTSG
1996,TAAR6
1997,NOL11
1998,GPHA2
1999,CDCA5
2000,FSHR
2001,TAAR8
2002,CALCB
2003,GPR32
2004,PGM1
2005,PRKACB
2006,ADM2
2007,NR3C1
2008,CALCRL
2009,SMG7
2010,HRH2
2011,FAF2
2012,TAAR1
2013,NOL9
2014,SEC23A
2015,DRD1
2016,EIF3H
2017,CHD4
2018,TAAR5
2019,SUPT4H1
2020,NDUFB6
2021,NCAM1
2022,EIF3M
2023,SEC61B
2024,HTR4
2025,UPF1
2026,IRF6
2027,ANK3
2028,IRF9
2029,GLP2R
2030,MRPS9
2031,VIP
2032,MRPS14
2033,MC1R
2034,NPHP4
2035,CRH
2036,TRIM25
2037,MRPS11
2038,GPR45
2039,GPR25
2040,TBL1XR1
2041,GPHB5
2042,STAT5A
2043,CRHR2
2044,AGRN
2045,RXFP1
2046,GPBAR1
2047,ANXA2
2048,B9D1
2049,GPR83
2050,EIF4H
2051,MRPL17
2052,ADRB1
2053,AXIN1
2054,HSPD1
2055,TAAR9
2056,SMG5
2057,FOS
2058,RPGRIP1L
2059,TSHR
2060,MS4A6E
2061,PAXIP1
2062,MRPS5
2063,NCK1
2064,PTGER4
2065,KMT2C
2066,TMEM216
2067,GHRHR
2068,MRPS15
2069,CC2D2A
2070,IAPP
2071,GPR176
2072,MC4R
2073,MAP3K7
2074,PTH2R
2075,PRKACG
2076,PTGER2
2077,SMG9
2078,MPO
2079,GPR27
2080,NDUFV1
2081,GSPT2
2082,MARK4
2083,PGRMC1
2084,VIPR1
2085,ADCYAP1
2086,ACTN1
2087,PNRC2
2088,NGF
2089,MRPL1
2090,SCTR
2091,MC2R
2092,MUC20
2093,DVL3
2094,TCTN2
2095,EIF3F
2096,GLP1R
2097,PTH
2098,SLC2A5
2099,TIMP2
2100,BAGE5
2101,TTR
2102,CALCR
2103,TCTN3
2104,MRPS12
2105,NPHP1
2106,TSHB
2107,MUC4
2108,CEP83
2109,EEF2
2110,HIST1H2AH
2111,NDUFS1
2112,RAMP2
2113,MKS1
2114,POLD2
2115,SDCBP
2116,MRPL15
2117,EIF5B
2118,MUC5AC
2119,APC
2120,RLN2
2121,EIF3D
2122,SMG1
2123,GPR15
2124,ILF2
2125,SSR1
2126,ADM
2127,MUC3A
2128,C2CD3
2129,GHRH
2130,DEFA4
2131,UPF3A
2132,AP3B1
2133,ORMDL3
2134,SCLT1
2135,POLD4
2136,CTSA
2137,GOSR1
2138,MS4A3
2139,GUSB
2140,CASP3
2141,SEC24C
2142,CHUK
2143,LPL
2144,MRPS10
2145,HIST2H2AB
2146,INSL3
2147,SEC24D
2148,IKBKB
2149,DDB2
2150,RARA
2151,MMP25
2152,SSR4
2153,SEC24B
2154,NDUFA2
2155,ADRB3
2156,PRTN3
2157,STK10
2158,SEC61A2
2159,TRAM1
2160,CEP162
2161,IQCB1
2162,DDX39B
2163,CCNE1
2164,TMBIM1
2165,MMP9
2166,MRPL2
2167,MUC12
2168,EIF3K
2169,VAV2
2170,CAP1
2171,NDUFA10
2172,SLC39A1
2173,AHI1
2174,MC5R
2175,HSPG2
2176,SSR3
2177,TMEM67
2178,SCAMP1
2179,C1D
2180,CRHR1
2181,FBF1
2182,LTV1
2183,GTF2A2
2184,HVCN1
2185,GIPR
2186,ACAA1
2187,MMP8
2188,MUC16
2189,NDUFB3
2190,MUC21
2191,GALNS
2192,HEBP2
2193,NIT2
2194,SRP54
2195,NDUFA7
2196,SSR2
2197,RAB3A
2198,FGF2
2199,NDUFA3
2200,MUC1
2201,SRP14
2202,NME7
2203,EIF5
2204,AGA
2205,CECR1
2206,MUCL1
2207,CYB5R3
2208,TBL1X
2209,UNC13D
2210,MPHOSPH6
2211,PRDX6
2212,C6orf120
2213,LTF
2214,A2M
2215,CEACAM3
2216,RAB13
2217,CSNK1A1
2218,CYP1A1
2219,PHAX
2220,MUC5B
2221,TCTN1
2222,FABP5
2223,SMG8
2224,CS
2225,SRP19
2226,MOSPD2
2227,EIF3L
2228,MLEC
2229,MUC17
2230,ANAPC16
2231,CYCS
2232,CEP89
2233,ARMC8
2234,MUC7
2235,TOP3A
2236,MUC13
2237,CREG1
2238,GPR97
2239,HP
2240,ENSG00000270800
2241,ANAPC15
2242,MRPS16
2243,NOB1
2244,SLC44A2
2245,POLK
2246,EPAS1
2247,MAP3K14
2248,KIF24
2249,CEBPB
2250,RAB10
2251,CNN2
2252,SRP68
2253,MAN2B1
2254,FTH1
2255,RNASE3
2256,MUC15
2257,MRPL36
2258,TTBK2
2259,SRP72
2260,NPC2
2261,CDC25A
2262,PCGF2
2263,NDUFS5
2264,SRPR
2265,TRRAP
2266,MUC6
2267,TUFM
2268,TOP2A
2269,ACTN4
2270,E2F1
2271,RNASET2
2272,PADI2
2273,PGLYRP1
2274,ACOX1
2275,MRPL21
2276,SLC15A4
2277,OSCAR
2278,RAN
2279,ATP5D
2280,AP1S1
2281,EIF3J
2282,DPP7
2283,QPCT
2284,TP53BP1
2285,SDC4
2286,STK11IP
2287,LRG1
2288,PLAC8
2289,SRP9
2290,NDUFC1
2291,TCN1
2292,EPRS
2293,CHIT1
2294,NDUFA1
2295,OLFM4
2296,IQGAP1
2297,FOLR3
2298,RSL24D1
2299,MAP2K2
2300,NAE1
2301,COL1A2
2302,CCT7
2303,SLC25A4
2304,CPPED1
2305,SRPRB
2306,AZU1
2307,GRIA1
2308,RCOR1
2309,MRPL19
2310,RPP30
2311,GRN
2312,SP100
2313,NDUFA13
2314,GCA
2315,RNASE2
2316,BRAF
2317,SEC24A
2318,MRPS6
2319,SERPINB3
2320,PRG3
2321,VAT1
2322,EEF1A1
2323,CAMP
2324,GLI2
2325,GLI1
2326,CEP97
2327,PLG
2328,GSDMD
2329,NSA2
2330,RAB43
2331,PPL
2332,BST2
2333,FUCA1
2334,IGF2
2335,CD55
2336,SMARCA5
2337,SEC31A
2338,NHLRC3
2339,NDUFB2
2340,ARF6
2341,S100A7
2342,PTX3
2343,CASP8
2344,OAS2
2345,FTSJ3
2346,PRKCZ
2347,CRISP3
2348,COL1A1
2349,DMD
2350,SPCS2
2351,POLR1C
2352,PAK3
2353,MNDA
2354,CHD3
2355,PPARA
2356,PRSS3P2
2357,FANCD2
2358,BRCA2
2359,TAF13
2360,DPM2
2361,VAV3
2362,HDAC5
2363,CYP3A4
2364,COL3A1
2365,RIPK1
2366,POLR1B
2367,GM2A
2368,SEC11C
2369,HRNR
2370,ORC1
2371,NUMA1
2372,RIOK2
2373,IGHV3-11
2374,OAS3
2375,VTI1B
2376,PRKCB
2377,BET1L
2378,OASL
2379,MRPL27
2380,TRAF3
2381,CARM1
2382,SPCS3
2383,GPC1
2384,SEC11A
2385,MRPL33
2386,SPCS1
2387,CCT5
2388,TAF11
2389,NDUFB4
2390,RAB9B
2391,GAGE2A
2392,RAB18
2393,STAT5B
2394,AGXT
2395,OAS1
2396,IL2
2397,UBQLN2
2398,ISG15
2399,DBNL
2400,NDUFB11
2401,COL2A1
2402,COX5A
2403,MT-ND1
2404,ABL1
2405,COL4A4
2406,NOTCH4
2407,IGLL5
2408,ITGAX
2409,MRPL32
2410,NDUFA11
2411,PSEN1
2412,CDK8
2413,ATP5H
2414,RFWD2
2415,COL18A1
2416,FANCI
2417,MRPS2
2418,GTF2E2
2419,FIGF
2420,RPP25
2421,VCAM1
2422,GLI3
2423,COL5A1
2424,SIN3B
2425,NDUFA4
2426,FZD2
2427,AGK
2428,MT-ND3
2429,NIP7
2430,POLR1D
2431,RPP14
2432,MRPL12
2433,ALDOC
2434,AKT2
2435,RAB9A
2436,GDI1
2437,MT-ND4
2438,TRIM24
2439,KDR
2440,GBP2
2441,ATP5C1
2442,COX5B
2443,MTOR
2444,RPP38
2445,COL4A1
2446,NDUFB1
2447,MT-ND2
2448,SDC3
2449,TAF10
2450,HCK
2451,TOMM40
2452,KIFC1
2453,MBD3
2454,TAF8
2455,CCNE2
2456,CD44
2457,RIOK1
2458,SERPINE1
2459,NDUFV3
2460,UQCRC1
2461,SLC2A4
2462,RPP21
2463,COL11A2
2464,COL11A1
2465,JAK3
2466,CTNND1
2467,ALPL
2468,RBM28
2469,MRPL9
2470,CCT3
2471,SUFU
2472,ZNF143
2473,NFKB2
2474,MRPL42
2475,CDC73
2476,PDPK1
2477,COL4A3
2478,COL4A2
2479,KIF9
2480,BRCC3
2481,TGFB2
2482,DDX55
2483,RPP40
2484,THY1
2485,TUBGCP5
2486,EVPL
2487,MT-ND6
2488,GATAD2B
2489,MRPL16
2490,UQCRC2
2491,MGAM
2492,MRPS28
2493,ICT1
2494,RAB33B
2495,TCEAL1
2496,DLG4
2497,RSL1D1
2498,SPRR1B
2499,LILRB2
2500,COL5A2
2501,HSPA5
2502,SPRR2B
2503,EGR1
2504,MRPL4
2505,SPRR2E
2506,GNAZ
2507,PTTG1
2508,RPSAP58
2509,GYPB
2510,AKAP2
2511,RSPH9
2512,ASH1L
2513,GATS
2514,FRG2
2515,CCIN
2516,PODXL2
2517,FOXJ1
2518,RNH1
2519,SCAF1
2520,APPL2
2521,REXO2
2522,THAP11
2523,PDXDC1
2524,PMP2
2525,ABCB10
2526,USP32
2527,SOHLH1
2528,TMEM50A
2529,WDR81
2530,GIMAP4
2531,BSND
2532,SCARF2
2533,FAM149B1
2534,CREB1
2535,SUMO3
2536,MRPL24
2537,GPLD1
2538,NOS2
2539,MRPL3
2540,MRPL34
2541,COL4A5
2542,TIMM22
2543,RMI1
2544,EXO1
2545,CBX6
2546,CAT
2547,NCSTN
2548,MRPL47
2549,COL27A1
2550,MRPL30
2551,MRPL50
2552,RPTN
2553,CCNC
2554,HBB
2555,BCL2L11
2556,MCM2
2557,MRPS22
2558,IL2RG
2559,TUBGCP2
2560,KIF18B
2561,AQP10
2562,TAF9B
2563,RUNX3
2564,MRPS34
2565,PRMT1
2566,TCP1
2567,BRE
2568,KIF20B
2569,MRPS18C
2570,TUBGCP6
2571,MRPS33
2572,MRPL22
2573,MRPL20
2574,DUX4L6
2575,MRPS30
2576,MRPS21
2577,MRPL45
2578,SNAPC2
2579,MRPL48
2580,COL6A2
2581,UQCR11
2582,PI3
2583,YARS
2584,SNAPC1
2585,TUBGCP4
2586,ACO2
2587,ACTA1
2588,NAT10
2589,COL15A1
2590,ASAH1
2591,DAP3
2592,MRPS36
2593,MT-ND5
2594,AOC1
2595,KIF1C
2596,CSTA
2597,MET
2598,GPIHBP1
2599,MRPL51
2600,WDR61
2601,MRPS24
2602,ATRIP
2603,MZT2B
2604,RIOK3
2605,COL9A3
2606,SNAPC4
2607,CIITA
2608,CRKL
2609,MCM4
2610,TUBG2
2611,SPRR1A
2612,KIF21A
2613,CLIC5
2614,PLCG2
2615,NIFK
2616,MRPS27
2617,COL6A1
2618,MRPS31
2619,SNAPC3
2620,COL17A1
2621,SNAP29
2622,MZT1
2623,IRF8
2624,STRA13
2625,MTA1
2626,MRPS18B
2627,MRPS35
2628,HSPA1A
2629,OXA1L
2630,SPRR2G
2631,STX18
2632,SNAPC5
2633,IRS1
2634,MRPS26
2635,TCHH
2636,COL4A6
2637,SPRR2F
2638,PBX1
2639,MRPL40
2640,MRPL39
2641,RRM2
2642,HJURP
2643,HMMR
2644,COL6A5
2645,ENSG00000215472
2646,RAB39A
2647,COL9A2
2648,MRPL35
2649,MRPS25
2650,MRPS18A
2651,CHCHD1
2652,COL6A6
2653,KMT2A
2654,APOOL
2655,FCGR3B
2656,COL24A1
2657,KIF21B
2658,XRCC6
2659,SPRR2A
2660,TMEM115
2661,GNAO1
2662,SIRPA
2663,HIST1H4A
2664,GADD45GIP1
2665,RUVBL2
2666,MRPL28
2667,RARG
2668,SMARCD3
2669,MRPL54
2670,PPP1CA
2671,CD40LG
2672,XRCC1
2673,MRPL10
2674,ATP5F1
2675,ENSG00000260836
2676,PTCD3
2677,MRPL44
2678,RAB11B
2679,TYK2
2680,MCM3
2681,TP73
2682,TAF7
2683,HSP90AB1
2684,MRPL14
2685,MRPL53
2686,KIF6
2687,ALPPL2
2688,MCM5
2689,HIST1H4E
2690,ACTL6A
2691,KIF26B
2692,ICAM1
2693,F13A1
2694,ARAF
2695,MRPL18
2696,MRPL46
2697,ATP6AP2
2698,AURKAIP1
2699,ERAL1
2700,COL5A3
2701,CNTN4
2702,TAF4
2703,MRPL49
2704,MRPL41
2705,POLR1A
2706,LEP
2707,KSR1
2708,PRND
2709,MZT2A
2710,GOLGB1
2711,COL9A1
2712,CDA
2713,KIF16B
2714,SUPT16H
2715,MED12
2716,MRPL38
2717,MRPS23
2718,IVL
2719,SPRR2D
2720,RTN4RL1
2721,GATA1
2722,MAP3K1
2723,NDUFAF2
2724,KIF27
2725,KIF19
2726,AK3
2727,ECSIT
2728,DDX58
2729,KIF25
2730,NPM1
2731,VEGFC
2732,MRPL52
2733,STAT6
2734,A1BG
2735,TGM1
2736,OTOA
2737,IDH3G
2738,NDUFAF7
2739,MRPL37
2740,PRKAR2A
2741,KIFC2
2742,CYP2E1
2743,HTN3
2744,SPRR3
2745,MRPL43
2746,ESRP1
2747,DNMT1
2748,KIF12
2749,ALPI
2750,SVIP
2751,KIF13B
2752,MTRNR2L6
2753,RAET1L
2754,RAD23B
2755,MRPL55
2756,RAB4A
2757,LOR
2758,BORA
2759,TIMMDC1
2760,SERPINB6
2761,LEO1
2762,PRM2
2763,MRPL57
2764,DKC1
2765,MCM7
2766,RAD51C
2767,UQCRH
2768,DIS3
2769,SHH
2770,NDUFAF1
2771,HIST1H3A
2772,GFM1
2773,HIST2H4A
2774,RAB35
2775,INTS6
2776,SAP30
2777,SPACA4
2778,KDM6A
2779,KIF1B
2780,NTNG2
2781,BRIP1
2782,XPNPEP2
2783,SERPING1
2784,CHTOP
2785,NDUFAF5
2786,ULBP2
2787,SECISBP2
2788,FZD5
2789,HPSE
2790,CEBPA
2791,NDUFAF6
2792,PLET1
2793,EEFSEC
2794,COL6A3
2795,POLDIP3
2796,SARNP
2797,TAB2
2798,CEACAM5
2799,GPI
2800,MED16
2801,ERBB2
2802,LY6E
2803,NTNG1
2804,LY6K
2805,WNT3A
2806,AKT3
2807,CLU
2808,UQCR10
2809,PDGFRB
2810,TMEM126B
2811,STBD1
2812,RECK
2813,HIST1H4J
2814,DHRS4
2815,TGFA
2816,MED28
2817,NDUFAF4
2818,COL14A1
2819,NOC2L
2820,PIPOX
2821,COL16A1
2822,AMER1
2823,FOLR2
2824,LEFTY2
2825,TUBGCP3
2826,MARS
2827,FOLR4
2828,TNFRSF1A
2829,OPCML
2830,NF1
2831,PRKCQ
2832,RAB36
2833,HIST1H4C
2834,LRRC49
2835,INTS3
2836,MAP2K6
2837,GAB2
2838,AP1B1
2839,KIF1A
2840,TAB1
2841,HIST1H4K
2842,SPARC
2843,MED30
2844,ENPP1
2845,NDUFAF3
2846,CCT6A
2847,USE1
2848,SLC11A1
2849,AP1G1
2850,SFN
2851,MDGA1
2852,RINT1
2853,STAT2
2854,RAET1G
2855,XPA
2856,PTGES3
2857,HIST4H4
2858,HIST1H4H
2859,GP2
2860,RAB12
2861,UPK2
2862,MRRF
2863,LY6G6C
2864,SORT1
2865,CLEC2A
2866,DDX39A
2867,NBEAL2
2868,LYPD5
2869,VNN3
2870,MED21
2871,TSFM
2872,THOC5
2873,TTF1
2874,CD109
2875,THOC1
2876,COL10A1
2877,NEGR1
2878,RAB2A
2879,DTL
2880,SSU72
2881,IL2RA
2882,NRN1
2883,RAB30
2884,CEACAM7
2885,VNN2
2886,PEX2
2887,LYPD8
2888,MTA3
2889,OPTN
2890,THOC2
2891,RAB7B
2892,TECTB
2893,MED13
2894,RAB8B
2895,COL25A1
2896,COL23A1
2897,MDGA2
2898,TRADD
2899,TNP2
2900,ART3
2901,SIRT1
2902,RASA1
2903,TAF1
2904,DNA2
2905,LY6H
2906,HSD17B4
2907,GATA3
2908,RAB21
2909,LCP2
2910,FCGR1B
2911,NRN1L
2912,FGF1
2913,PAF1
2914,PDXK
2915,CLEC4C
2916,HIST1H4I
2917,NTM
2918,SAR1B
2919,KLRB1
2920,VDAC1
2921,INTS4
2922,NBAS
2923,UPK3A
2924,DDX18
2925,LYPD3
2926,FRMPD3
2927,RAB38
2928,WRN
2929,RARB
2930,SPRN
2931,MED15
2932,MTRNR2L10
2933,XRCC5
2934,HRG
2935,PSCA
2936,TEX101
2937,ATP5I
2938,INTS1
2939,THOC6
2940,HTN1
2941,STX1A
2942,TECTA
2943,NXF1
2944,IL2RB
2945,ELL2
2946,LYPD6B
2947,CKS1B
2948,HIST1H4F
2949,ARHGEF7
2950,RPAP2
2951,CPM
2952,RAB41
2953,HIST1H4D
2954,CYSTM1
2955,HIST1H4B
2956,PRKDC
2957,COL28A1
2958,PROS1
2959,RAB31
2960,PRSS21
2961,USP7
2962,HIST1H4L
2963,RAB39B
2964,COL21A1
2965,LSAMP
2966,LMNB1
2967,LYPD1
2968,LY6G6D
2969,RTN4RL2
2970,PEX10
2971,ZC3H11A
2972,LAMC2
2973,NGFR
2974,MTRF1L
2975,CD300A
2976,CNTN5
2977,RAB4B
2978,LIG1
2979,LYPD2
2980,MTIF3
2981,LY6D
2982,RTF1
2983,CTR9
2984,MT2A
2985,CD52
2986,COL22A1
2987,TAF1A
2988,MAX
2989,TPM3
2990,TAF1B
2991,COL13A1
2992,FYTTD1
2993,BAAT
2994,COL26A1
2995,PARP1
2996,INTS5
2997,CNTN3
2998,PIK3CD
2999,RAB27B
3000,ATP5J2
3001,CPSF3L
3002,WDR31
3003,YWHAH
3004,TAF1C
3005,DOCK2
3006,RABGGTA
3007,RMI2
3008,COL19A1
3009,DAO
3010,RAB22A
3011,THOC3
3012,LUZP4
3013,HIST1H3H
3014,CDK11A
3015,BTK
3016,FABP4
3017,GTPBP4
3018,MED4
3019,THOC7
3020,POU2F2
3021,MED14
3022,MMRN1
3023,HIST1H3J
3024,EHMT2
3025,RPRD1B
3026,SSRP1
3027,APRT
3028,CHEK2
3029,FBXO5
3030,LYPD4
3031,BNIP1
3032,MTIF2
3033,PRKAR1A
3034,ITPA
3035,MRTO4
3036,RPS6KB1
3037,RAB23
3038,RAB32
3039,CTSH
3040,RAP2C
3041,FGR
3042,INTS12
3043,EPHB2
3044,HIST1H3B
3045,TPM1
3046,RPRD1A
3047,TEX264
3048,IDE
3049,PPP1CB
3050,PEX13
3051,RABGGTB
3052,TCF7L2
3053,LCN2
3054,DNMT3A
3055,CFD
3056,NEU1
3057,COL8A1
3058,MED24
3059,INTS2
3060,INTS8
3061,AP1S2
3062,HIST2H2BF
3063,MED25
3064,MED17
3065,KLHL12
3066,COL8A2
3067,NFKBIB
3068,CYP2B6
3069,LPCAT1
3070,ZC3H8
3071,MED27
3072,ENPP3
3073,HIST2H4B
3074,TAF1D
3075,INTS10
3076,RPF2
3077,HIF3A
3078,ERCC5
3079,CDK11B
3080,AOX1
3081,XPC
3082,FABP1
3083,FERMT3
3084,MED6
3085,TOR4A
3086,CTSS
3087,RAB19
3088,RBPJ
3089,HMGCL
3090,BCS1L
3091,NABP1
3092,ACAD9
3093,SIGLEC14
3094,AREG
3095,TRAPPC9
3096,MED29
3097,RAB20
3098,ITPR1
3099,ART4
3100,MED8
3101,UQCRB
3102,PEX12
3103,TRAPPC6A
3104,IHH
3105,UCHL5
3106,COL20A1
3107,MED23
3108,ENSG00000260342
3109,NABP2
3110,TMSB4X
3111,RAB2B
3112,POLR1E
3113,SLPI
3114,VEGFB
3115,SMARCA4
3116,HIST1H3D
3117,MED10
3118,RAB3B
3119,PEX14
3120,RPRD2
3121,MARK3
3122,MED7
3123,GTPBP2
3124,RAB24
3125,ASUN
3126,RAB40B
3127,SLC30A1
3128,STX17
3129,ERP44
3130,UPK1B
3131,RAB40C
3132,COL12A1
3133,ACOT2
3134,RAB3C
3135,MED13L
3136,DLD
3137,TRAPPC6B
3138,RAB40A
3139,NOTCH3
3140,INTS7
3141,CDC45
3142,VWA9
3143,QKI
3144,RAB26
3145,BCR
3146,TPM4
3147,RAB33A
3148,MED22
3149,CNIH2
3150,YWHAQ
3151,RAB25
3152,CAMK2B
3153,AP1S3
3154,EFNB1
3155,LAMA1
3156,RAB34
3157,PCYOX1L
3158,GFM2
3159,MED31
3160,RAB15
3161,INTS9
3162,DOCK4
3163,SCCPDH
3164,OSGEP
3165,OLA1
3166,DNASE1L1
3167,CCT6B
3168,ICE1
3169,MAGED2
3170,IFI30
3171,TNFSF12
3172,HMGN1
3173,SERPINF2
3174,ICE2
3175,MED20
3176,FRS2
3177,FXR1
3178,TRAPPC2L
3179,RAB42
3180,GNA13
3181,MED11
3182,ISLR
3183,MED9
3184,TRAPPC5
3185,FAM49B
3186,PIAS4
3187,GHDC
3188,PRMT5
3189,MS4A4E
3190,SRGN
3191,HSPA4
3192,THRAP3
3193,TPM2
3194,TRAPPC4
3195,MED19
3196,TGS1
3197,CD80
3198,HIST1H3C
3199,EPHB1
3200,RAB29
3201,MED18
3202,CYP4A11
3203,MEF2C
3204,AP1M2
3205,MAPK6
3206,TLR4
3207,SLC30A6
3208,GBP5
3209,RAB17
3210,ELL3
3211,C1GALT1
3212,INSR
3213,DNMT3B
3214,NHLRC2
3215,TRAPPC3
3216,TRAPPC10
3217,TRAPPC2
3218,GLIPR1
3219,ENSG00000257529
3220,MED26
3221,HIST1H3F
3222,APBB1IP
3223,PKM
3224,MAP2K4
3225,ACOX2
3226,SMC2
3227,PEBP1
3228,CD3E
3229,MT-ND4L
3230,TCEB3CL2
3231,LRRC7
3232,TIMM23
3233,PTPN1
3234,HDAC4
3235,IFIH1
3236,WNT1
3237,LMAN1
3238,CNIH3
3239,RNF8
3240,TYSND1
3241,CLN5
3242,KRT39
3243,SEC22C
3244,HSPA1B
3245,CHI3L1
3246,CDK19
3247,PKNOX1
3248,HIST1H3I
3249,GOLGA7
3250,LEF1
3251,NTRK1
3252,LONP2
3253,ADSL
3254,CRACR2A
3255,DCLRE1C
3256,ITGB5
3257,NICN1
3258,NELFB
3259,FAM120B
3260,KRT8
3261,REST
3262,HIST1H3G
3263,KRT32
3264,SCP2
3265,ZFPM1
3266,PPIB
3267,ADIPOQ
3268,KRT80
3269,PHF21A
3270,PTK2B
3271,LDHD
3272,HIST1H3E
3273,LIG3
3274,GNPAT
3275,KRT20
3276,GMNN
3277,HLA-DMA
3278,TWISTNB
3279,PRKAG1
3280,DAG1
3281,CNIH1
3282,NELFA
3283,KRT71
3284,ACOX3
3285,ITGA2
3286,TGFBR2
3287,HLA-DOA
3288,RAD9A
3289,PAX6
3290,UVSSA
3291,ITPR3
3292,SALL4
3293,HLA-DMB
3294,COQ2
3295,EBNA1BP2
3296,TAF12
3297,KRT26
3298,VAPA
3299,LTA4H
3300,FXN
3301,MCFD2
3302,ABI1
3303,GBP3
3304,PRKCE
3305,KRT75
3306,KRT83
3307,ITPR2
3308,ACTN3
3309,KRT18
3310,LMAN1L
3311,ATP5J
3312,KRT4
